Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
2020-01-02 00:00:00-05:00,71.79987336808419,72.85661316556887,71.54538716413333,72.7960205078125,135480400,0.0,0.0
2020-01-03 00:00:00-05:00,72.0204315021118,72.85176099103282,71.86289207131898,72.08829498291016,146322800,0.0,0.0
2020-01-06 00:00:00-05:00,71.20606963688756,72.70149228565275,70.95400211001883,72.66271209716797,118387200,0.0,0.0
2020-01-07 00:00:00-05:00,72.67240156846412,72.9293138189329,72.10041048902463,72.32096862792969,108872000,0.0,0.0
2020-01-08 00:00:00-05:00,72.02285002693742,73.78730773933461,72.02285002693742,73.48434448242188,132079200,0.0,0.0
2020-01-09 00:00:00-05:00,74.46591978277252,75.23908237051833,74.2138597553622,75.0451889038086,170108400,0.0,0.0
2020-01-10 00:00:00-05:00,75.28030379933901,75.78201267626062,74.71073145572483,75.21485900878906,140644800,0.0,0.0
2020-01-13 00:00:00-05:00,75.53238647587344,76.84845721797936,75.41361983783602,76.82179260253906,121532000,0.0,0.0
2020-01-14 00:00:00-05:00,76.75876592649786,76.96962714842209,75.66082749092855,75.78443145751953,161954400,0.0,0.0
2020-01-15 00:00:00-05:00,75.58327476675701,76.46792599707763,75.02581793644697,75.45966339111328,121923600,0.0,0.0
2020-01-16 00:00:00-05:00,76.00501238616502,76.51641831155123,75.64145640571084,76.40492248535156,108829200,0.0,0.0
2020-01-17 00:00:00-05:00,76.65454881201066,77.25320450403059,76.34674080549438,77.25078582763672,137816400,0.0,0.0
2020-01-21 00:00:00-05:00,76.87754828501977,77.32108332706851,76.58912661521823,76.72727966308594,110843200,0.0,0.0
2020-01-22 00:00:00-05:00,77.21442432913649,77.55616777084843,76.90661632258188,77.00114440917969,101832400,0.0,0.0
2020-01-23 00:00:00-05:00,77.05445103241533,77.45193490121231,76.5042651321084,77.37195587158203,104472000,0.0,0.0
2020-01-24 00:00:00-05:00,77.61920173441393,78.3657000922343,76.95752718801279,77.14900207519531,146537600,0.0,0.0
2020-01-27 00:00:00-05:00,75.14942943338237,75.56388109821151,73.89395147066809,74.88040161132812,161940000,0.0,0.0
2020-01-28 00:00:00-05:00,75.76507528864353,77.17082225994069,75.66570242325065,76.99874114990234,162234000,0.0,0.0
2020-01-29 00:00:00-05:00,78.63716113897716,79.46121987792021,77.89308146084672,78.6104965209961,216229200,0.0,0.0
2020-01-30 00:00:00-05:00,77.68949101302144,78.5499038706555,77.25564547406604,78.49658203125,126743200,0.0,0.0
2020-01-31 00:00:00-05:00,77.78400462606156,78.20815322919047,74.72044370453256,75.0161361694336,199588400,0.0,0.0
2020-02-03 00:00:00-05:00,73.75337983468464,75.98076651865603,73.24925217819678,74.81011962890625,173788400,0.0,0.0
2020-02-04 00:00:00-05:00,76.42189769874481,77.47136687395663,76.01471673589147,77.27989196777344,136616400,0.0,0.0
2020-02-05 00:00:00-05:00,78.41174339074298,78.71228800097798,77.30411523535007,77.91004180908203,118826800,0.0,0.0
2020-02-06 00:00:00-05:00,78.18151061894895,78.82379143010293,77.62163494992737,78.82136535644531,105425600,0.0,0.0
