Date,AAPL Closing Prices
2020-08-07,108.46479797363281
2020-08-10,110.04131317138672
2020-08-11,106.76869201660156
2020-08-12,110.31707763671875
2020-08-13,112.26941680908203
2020-08-14,112.16934967041016
2020-08-17,111.87650299072266
2020-08-18,112.80875396728516
2020-08-19,112.9502944946289
2020-08-20,115.45660400390625
2020-08-21,121.40637969970703
2020-08-24,122.85841369628906
2020-08-25,121.85053253173828
2020-08-26,123.507568359375
2020-08-27,122.03113555908203
2020-08-28,121.83346557617188
2020-08-31,125.96508026123047
2020-09-01,130.9826202392578
2020-09-02,128.2688446044922
2020-09-03,117.99954223632812
2020-09-04,118.0776138305664
2020-09-08,110.131591796875
2020-09-09,114.52436065673828
2020-09-10,110.78564453125
2020-09-11,109.33114624023438
2020-09-14,112.61106872558594
2020-09-15,112.78678894042969
2020-09-16,109.45803833007812
2020-09-17,107.71070861816406
2020-09-18,104.29409790039062
2020-09-21,107.4568862915039
2020-09-22,109.14566040039062
2020-09-23,104.56742858886719
2020-09-24,105.64120483398438
2020-09-25,109.60446166992188
2020-09-28,112.22061157226562
2020-09-29,111.37133026123047
2020-09-30,113.05033111572266
2020-10-01,114.00699615478516
2020-10-02,110.32683563232422
2020-10-05,113.72391510009766
2020-10-06,110.46349334716797
2020-10-07,112.33773803710938
2020-10-08,112.2303695678711
2020-10-09,114.18270111083984
2020-10-12,121.43565368652344
2020-10-13,118.21427917480469
2020-10-14,118.30215454101562
2020-10-15,117.83357238769531
2020-10-16,116.18385314941406
2020-10-19,113.21630096435547
2020-10-20,114.7098388671875
2020-10-21,114.08509826660156
2020-10-22,112.99178314208984
2020-10-23,112.2987060546875
2020-10-26,112.30846405029297
2020-10-27,113.8215103149414
2020-10-28,108.55017852783203
2020-10-29,112.57203674316406
2020-10-30,106.26596069335938
2020-11-02,106.17810821533203
2020-11-03,107.80831909179688
2020-11-04,112.2108383178711
2020-11-05,116.1936264038086
2020-11-06,116.06160736083984
2020-11-09,113.74408721923828
2020-11-10,113.40184020996094
2020-11-11,116.84388732910156
2020-11-12,116.5700912475586
2020-11-13,116.61898803710938
2020-11-16,117.63594818115234
2020-11-17,116.74610137939453
2020-11-18,115.41622924804688
2020-11-19,116.01270294189453
2020-11-20,114.74151611328125
2020-11-23,111.32878875732422
2020-11-24,112.61955261230469
2020-11-25,113.46053314208984
2020-11-27,114.00811767578125
2020-11-30,116.41364288330078
2020-12-01,120.00235748291016
2020-12-02,120.35440063476562
2020-12-03,120.21749114990234
2020-12-04,119.54277038574219
2020-12-07,121.00955200195312
2020-12-08,121.6255874633789
2020-12-09,119.08318328857422
2020-12-10,120.51085662841797
2020-12-11,119.69921875
2020-12-14,119.08318328857422
2020-12-15,125.04810333251953
2020-12-16,124.9796371459961
2020-12-17,125.8499526977539
2020-12-18,123.85511016845703
2020-12-21,125.39034271240234
2020-12-22,128.95950317382812
2020-12-23,128.0598907470703
2020-12-24,129.04750061035156
2020-12-28,133.66302490234375
2020-12-29,131.88330078125
2020-12-30,130.75877380371094
2020-12-31,129.7515869140625
2021-01-04,126.54421997070312
2021-01-05,128.10877990722656
2021-01-06,123.79642486572266
2021-01-07,128.02076721191406
2021-01-08,129.12574768066406
2021-01-11,126.12373352050781
2021-01-12,125.94772338867188
2021-01-13,127.99141693115234
2021-01-14,126.0552749633789
2021-01-15,124.3244857788086
2021-01-19,124.99921417236328
2021-01-20,129.10621643066406
2021-01-21,133.83900451660156
2021-01-22,135.9903106689453
2021-01-25,139.7550048828125
2021-01-26,139.9897003173828
2021-01-27,138.9140625
2021-01-28,134.0541229248047
2021-01-29,129.03775024414062
2021-02-01,131.16946411132812
2021-02-02,132.00064086914062
2021-02-03,130.97390747070312
2021-02-04,134.3474884033203
2021-02-05,133.93124389648438
2021-02-08,134.0781707763672
2021-02-09,133.19677734375
2021-02-10,132.5896453857422
2021-02-11,132.3350067138672
2021-02-12,132.57003784179688
2021-02-16,130.43511962890625
2021-02-17,128.1337432861328
2021-02-18,127.02710723876953
2021-02-19,127.18377685546875
2021-02-22,123.39384460449219
2021-02-23,123.2567367553711
2021-02-24,122.75729370117188
2021-02-25,118.48748016357422
2021-02-26,118.75188446044922
2021-03-01,125.14682006835938
2021-03-02,122.53203582763672
2021-03-03,119.53533935546875
2021-03-04,117.64527130126953
2021-03-05,118.90857696533203
2021-03-08,113.95323181152344
2021-03-09,118.58539581298828
2021-03-10,117.49837493896484
2021-03-11,119.4374008178711
2021-03-12,118.52664184570312
2021-03-15,121.42542266845703
2021-03-16,122.97273254394531
2021-03-17,122.17949676513672
2021-03-18,118.03697967529297
2021-03-19,117.50814819335938
2021-03-22,120.83782196044922
2021-03-23,120.00540161132812
2021-03-24,117.6060791015625
2021-03-25,118.09573364257812
2021-03-26,118.70291900634766
2021-03-29,118.87920379638672
2021-03-30,117.4200210571289
2021-03-31,119.62346649169922
2021-04-01,120.45590209960938
2021-04-05,123.29589080810547
2021-04-06,123.59949493408203
2021-04-07,125.2545394897461
2021-04-08,127.66365051269531
2021-04-09,130.24905395507812
2021-04-12,128.5254669189453
2021-04-13,131.64947509765625
2021-04-14,129.29913330078125
2021-04-15,131.718017578125
2021-04-16,131.38504028320312
2021-04-19,132.05101013183594
2021-04-20,130.35678100585938
2021-04-21,130.73870849609375
2021-04-22,129.21099853515625
2021-04-23,131.541748046875
2021-04-26,131.93345642089844
2021-04-27,131.6103057861328
2021-04-28,130.8170623779297
2021-04-29,130.71913146972656
2021-04-30,128.7409210205078
2021-05-03,129.79855346679688
2021-05-04,125.20559692382812
2021-05-05,125.4504165649414
2021-05-06,127.0565185546875
2021-05-07,127.73336029052734
2021-05-10,124.43729400634766
2021-05-11,123.51515197753906
2021-05-12,120.43488311767578
2021-05-13,122.59303283691406
2021-05-14,125.02586364746094
2021-05-17,123.86830139160156
2021-05-18,122.47530364990234
2021-05-19,122.318359375
2021-05-20,124.88851165771484
2021-05-21,123.0442886352539
2021-05-24,124.68251037597656
2021-05-25,124.4863052368164
2021-05-26,124.43729400634766
2021-05-27,122.8971176147461
2021-05-28,122.23988342285156
2021-06-01,121.91614532470703
2021-06-02,122.68131256103516
2021-06-03,121.19023132324219
2021-06-04,123.49552917480469
2021-06-07,123.50532531738281
2021-06-08,124.32936096191406
2021-06-09,124.71195220947266
2021-06-10,123.71134948730469
2021-06-11,124.9277572631836
2021-06-14,127.99821472167969
2021-06-15,127.1742172241211
2021-06-16,127.67449951171875
2021-06-17,129.28329467773438
2021-06-18,127.9786376953125
2021-06-21,129.7836151123047
2021-06-22,131.431640625
2021-06-23,131.156982421875
2021-06-24,130.87252807617188
2021-06-25,130.57818603515625
2021-06-28,132.21646118164062
2021-06-29,133.7369384765625
2021-06-30,134.35499572753906
2021-07-01,134.65907287597656
2021-07-02,137.29794311523438
2021-07-06,139.3187255859375
2021-07-07,141.82025146484375
2021-07-08,140.51556396484375
2021-07-09,142.34996032714844
2021-07-12,141.75157165527344
2021-07-13,142.86988830566406
2021-07-14,146.3131103515625
2021-07-15,145.6558380126953
2021-07-16,143.60562133789062
2021-07-19,139.7405548095703
2021-07-20,143.3701629638672
2021-07-21,142.63442993164062
2021-07-22,144.00784301757812
2021-07-23,145.7343292236328
2021-07-26,146.1561737060547
2021-07-27,143.9783935546875
2021-07-28,142.22244262695312
2021-07-29,142.86988830566406
2021-07-30,143.085693359375
2021-08-02,142.75216674804688
2021-08-03,144.5571746826172
2021-08-04,144.1549530029297
2021-08-05,144.26284790039062
2021-08-06,143.5751190185547
2021-08-09,143.52603149414062
2021-08-10,143.04464721679688
2021-08-11,143.30007934570312
2021-08-12,146.27688598632812
2021-08-13,146.48318481445312
2021-08-16,148.46775817871094
2021-08-17,147.55406188964844
2021-08-18,143.7913055419922
2021-08-19,144.1252899169922
2021-08-20,145.5891876220703
2021-08-23,147.08250427246094
2021-08-24,146.9940643310547
2021-08-25,145.7561798095703
2021-08-26,144.9505615234375
2021-08-27,145.99200439453125
2021-08-30,150.43263244628906
2021-08-31,149.16529846191406
2021-09-01,149.8333282470703
2021-09-02,150.953369140625
2021-09-03,151.5919189453125
2021-09-07,153.9399871826172
2021-09-08,152.38772583007812
2021-09-09,151.365966796875
2021-09-10,146.35548400878906
2021-09-13,146.92529296875
2021-09-14,145.52041625976562
2021-09-15,146.41441345214844
2021-09-16,146.1786651611328
2021-09-17,143.4965362548828
2021-09-20,140.43130493164062
2021-09-21,140.9127197265625
2021-09-22,143.29025268554688
2021-09-23,144.25306701660156
2021-09-24,144.3414764404297
2021-09-27,142.8186798095703
2021-09-28,139.4193878173828
2021-09-29,140.32325744628906
2021-09-30,139.0166015625
2021-10-01,140.1464080810547
2021-10-04,136.69802856445312
2021-10-05,138.6334228515625
2021-10-06,139.5078125
2021-10-07,140.77516174316406
2021-10-08,140.39199829101562
2021-10-11,140.3035888671875
2021-10-12,139.02639770507812
2021-10-13,138.4369659423828
2021-10-14,141.2369384765625
2021-10-15,142.29795837402344
2021-10-18,143.9779815673828
2021-10-19,146.14918518066406
2021-10-20,146.64041137695312
2021-10-21,146.8565216064453
2021-10-22,146.08041381835938
2021-10-25,146.03128051757812
2021-10-26,146.69932556152344
2021-10-27,146.23760986328125
2021-10-28,149.89231872558594
2021-10-29,147.17092895507812
2021-11-01,146.34564208984375
2021-11-02,147.3870391845703
2021-11-03,148.8312530517578
2021-11-04,148.31057739257812
2021-11-05,148.84182739257812
2021-11-08,148.01539611816406
2021-11-09,148.3794403076172
2021-11-10,145.53599548339844
2021-11-11,145.48684692382812
2021-11-12,147.57266235351562
2021-11-15,147.5824737548828
2021-11-16,148.5663604736328
2021-11-17,151.0162353515625
2021-11-18,155.32566833496094
2021-11-19,157.96246337890625
2021-11-22,158.42489624023438
2021-11-23,158.80859375
2021-11-24,159.33006286621094
2021-11-26,154.28269958496094
2021-11-29,157.65745544433594
2021-11-30,162.63592529296875
2021-12-01,162.1144561767578
2021-12-02,161.12069702148438
2021-12-03,159.23165893554688
2021-12-06,162.6555633544922
2021-12-07,168.42112731933594
2021-12-08,172.25828552246094
2021-12-09,171.74667358398438
2021-12-10,176.55784606933594
2021-12-13,172.9076690673828
2021-12-14,171.5203399658203
2021-12-15,176.41024780273438
2021-12-16,169.4837188720703
2021-12-17,168.38180541992188
2021-12-20,167.01417541503906
2021-12-21,170.2019805908203
2021-12-22,172.8092498779297
2021-12-23,173.43893432617188
2021-12-27,177.4236602783203
2021-12-28,176.40042114257812
2021-12-29,176.48898315429688
2021-12-30,175.3279571533203
2021-12-31,174.70819091796875
2022-01-03,179.0765838623047
2022-01-04,176.8038330078125
2022-01-05,172.100830078125
2022-01-06,169.2279052734375
2022-01-07,169.39520263671875
2022-01-10,169.41485595703125
2022-01-11,172.25828552246094
2022-01-12,172.70103454589844
2022-01-13,169.41485595703125
2022-01-14,170.2806854248047
2022-01-18,167.0633544921875
2022-01-19,163.55091857910156
2022-01-20,161.858642578125
2022-01-21,159.79248046875
2022-01-24,159.01522827148438
2022-01-25,157.20486450195312
2022-01-26,157.1163330078125
2022-01-27,156.65386962890625
2022-01-28,167.58482360839844
2022-01-31,171.96311950683594
2022-02-01,171.79588317871094
2022-02-02,173.0060272216797
2022-02-03,170.1134033203125
2022-02-04,169.82772827148438
2022-02-07,169.1085968017578
2022-02-08,172.23146057128906
2022-02-09,173.659912109375
2022-02-10,169.5617218017578
2022-02-11,166.13345336914062
2022-02-14,166.36993408203125
2022-02-15,170.22178649902344
2022-02-16,169.98536682128906
2022-02-17,166.36993408203125
2022-02-18,164.8133544921875
2022-02-22,161.87770080566406
2022-02-23,157.69085693359375
2022-02-24,160.32113647460938
2022-02-25,162.3998260498047
2022-02-28,162.665771484375
2022-03-01,160.7743377685547
2022-03-02,164.08436584472656
2022-03-03,163.75930786132812
2022-03-04,160.74476623535156
2022-03-07,156.93231201171875
2022-03-08,155.09994506835938
2022-03-09,160.5280303955078
2022-03-10,156.16387939453125
2022-03-11,152.43020629882812
2022-03-14,148.38128662109375
2022-03-15,152.7848663330078
2022-03-16,157.2179718017578
2022-03-17,158.23269653320312
2022-03-18,161.54273986816406
2022-03-21,162.9219207763672
2022-03-22,166.31077575683594
2022-03-23,167.68014526367188
2022-03-24,171.48275756835938
2022-03-25,172.1230926513672
2022-03-28,172.9900360107422
2022-03-29,176.3000946044922
2022-03-30,175.1277618408203
2022-03-31,172.0147247314453
2022-04-01,171.71917724609375
2022-04-04,175.78781127929688
2022-04-05,172.45803833007812
2022-04-06,169.27606201171875
2022-04-07,169.58143615722656
2022-04-08,167.56192016601562
2022-04-11,163.2864227294922
2022-04-12,165.1680450439453
2022-04-13,167.8673095703125
2022-04-14,162.833251953125
2022-04-18,162.6165313720703
2022-04-19,164.91188049316406
2022-04-20,164.74444580078125
2022-04-21,163.94647216796875
2022-04-22,159.38526916503906
2022-04-25,160.45909118652344
2022-04-26,154.4694366455078
2022-04-27,154.24288940429688
2022-04-28,161.20777893066406
2022-04-29,155.3068084716797
2022-05-02,155.61221313476562
2022-05-03,157.10960388183594
2022-05-04,163.5524444580078
2022-05-05,154.43991088867188
2022-05-06,155.1699676513672
2022-05-09,150.01998901367188
2022-05-10,152.43714904785156
2022-05-11,144.5345916748047
2022-05-12,140.64743041992188
2022-05-13,145.13638305664062
2022-05-16,143.5874481201172
2022-05-17,147.2378387451172
2022-05-18,138.93080139160156
2022-05-19,135.50735473632812
2022-05-20,135.74412536621094
2022-05-23,141.19007873535156
2022-05-24,138.47698974609375
2022-05-25,138.63479614257812
2022-05-26,141.85107421875
2022-05-27,147.6324462890625
2022-05-31,146.8431854248047
2022-06-01,146.7149200439453
2022-06-02,149.18141174316406
2022-06-03,143.42959594726562
2022-06-06,144.1793975830078
2022-06-07,146.7149200439453
2022-06-08,145.9749755859375
2022-06-09,140.72640991210938
2022-06-10,135.29026794433594
2022-06-13,130.1107177734375
2022-06-14,130.97891235351562
2022-06-15,133.61309814453125
2022-06-16,128.3151397705078
2022-06-17,129.79502868652344
2022-06-21,134.04718017578125
2022-06-22,133.53419494628906
2022-06-23,136.4149932861328
2022-06-24,139.75953674316406
2022-06-27,139.75953674316406
2022-06-28,135.59613037109375
2022-06-29,137.36212158203125
2022-06-30,134.88577270507812
2022-07-01,137.06614685058594
2022-07-05,139.6608428955078
2022-07-06,141.0026092529297
2022-07-07,144.38658142089844
2022-07-08,145.0673370361328
2022-07-11,142.92642211914062
2022-07-12,143.90318298339844
2022-07-13,143.53814697265625
2022-07-14,146.47816467285156
2022-07-15,148.1553497314453
2022-07-18,145.09695434570312
2022-07-19,148.97421264648438
2022-07-20,150.98684692382812
2022-07-21,153.26588439941406
2022-07-22,152.0227508544922
2022-07-25,150.89805603027344
2022-07-26,149.566162109375
2022-07-27,154.68650817871094
2022-07-28,155.23904418945312
2022-07-29,160.3297882080078
2022-08-01,159.34320068359375
2022-08-02,157.86334228515625
2022-08-03,163.90126037597656
2022-08-04,163.58555603027344
2022-08-05,163.35829162597656
2022-08-08,162.88404846191406
2022-08-09,162.93345642089844
2022-08-10,167.2014617919922
2022-08-11,166.4604949951172
2022-08-12,170.02700805664062
2022-08-15,171.10385131835938
2022-08-16,170.94578552246094
2022-08-17,172.44747924804688
2022-08-18,172.05227661132812
2022-08-19,169.45399475097656
2022-08-22,165.5515594482422
2022-08-23,165.21566772460938
2022-08-24,165.51202392578125
2022-08-25,167.98191833496094
2022-08-26,161.64913940429688
2022-08-29,159.43612670898438
2022-08-30,156.99588012695312
2022-08-31,155.3262176513672
2022-09-01,156.05731201171875
2022-09-02,153.93321228027344
2022-09-06,152.6686248779297
2022-09-07,154.08139038085938
2022-09-08,152.59947204589844
2022-09-09,155.47442626953125
2022-09-12,161.46142578125
2022-09-13,151.9869384765625
2022-09-14,153.43922424316406
2022-09-15,150.53463745117188
2022-09-16,148.88475036621094
2022-09-19,152.61923217773438
2022-09-20,155.01007080078125
2022-09-21,151.86837768554688
2022-09-22,150.9001922607422
2022-09-23,148.61801147460938
2022-09-26,148.95391845703125
2022-09-27,149.93199157714844
2022-09-28,148.0351104736328
2022-09-29,140.76376342773438
2022-09-30,136.5353240966797
2022-10-03,140.734130859375
2022-10-04,144.3401641845703
2022-10-05,144.63653564453125
2022-10-06,143.67823791503906
2022-10-07,138.40257263183594
2022-10-10,138.7285614013672
2022-10-11,137.30593872070312
2022-10-12,136.6736297607422
2022-10-13,141.2676544189453
2022-10-14,136.71315002441406
2022-10-17,140.69461059570312
2022-10-18,142.0184783935547
2022-10-19,142.1271514892578
2022-10-20,141.66281127929688
2022-10-21,145.49609375
2022-10-24,147.64981079101562
2022-10-25,150.50502014160156
2022-10-26,147.55104064941406
2022-10-27,143.05581665039062
2022-10-28,153.86404418945312
2022-10-31,151.49298095703125
2022-11-01,148.8353729248047
2022-11-02,143.28305053710938
2022-11-03,137.20713806152344
2022-11-04,136.93995666503906
2022-11-07,137.47434997558594
2022-11-08,138.04830932617188
2022-11-09,133.4664764404297
2022-11-10,145.34161376953125
2022-11-11,148.14215087890625
2022-11-14,146.73692321777344
2022-11-15,148.47862243652344
2022-11-16,147.24160766601562
2022-11-17,149.15151977539062
2022-11-18,149.71560668945312
2022-11-21,146.4697265625
2022-11-22,148.6171417236328
2022-11-23,149.4978790283203
2022-11-25,146.5686798095703
2022-11-28,142.71917724609375
2022-11-29,139.70091247558594
2022-11-30,146.48951721191406
2022-12-01,146.76658630371094
2022-12-02,146.2718048095703
2022-12-05,145.10409545898438
2022-12-06,141.42282104492188
2022-12-07,139.4733123779297
2022-12-08,141.16551208496094
2022-12-09,140.6806182861328
2022-12-12,142.98635864257812
2022-12-13,143.95616149902344
2022-12-14,141.7196807861328
2022-12-15,135.07952880859375
2022-12-16,133.11021423339844
2022-12-19,130.99249267578125
2022-12-20,130.92323303222656
2022-12-21,134.04042053222656
2022-12-22,130.85394287109375
2022-12-23,130.48779296875
2022-12-27,128.67684936523438
2022-12-28,124.72837829589844
2022-12-29,128.26121520996094
2022-12-30,128.577880859375
2023-01-03,123.76846313476562
2023-01-04,125.0450439453125
2023-01-05,123.7189712524414
2023-01-06,128.27108764648438
2023-01-09,128.79556274414062
2023-01-10,129.3695526123047
2023-01-11,132.10084533691406
2023-01-12,132.02166748046875
2023-01-13,133.35760498046875
2023-01-17,134.5253448486328
2023-01-18,133.80296325683594
2023-01-19,133.86228942871094
2023-01-20,136.43524169921875
2023-01-23,139.6415252685547
2023-01-24,141.0467529296875
2023-01-25,140.38372802734375
2023-01-26,142.46189880371094
2023-01-27,144.41136169433594
2023-01-30,141.5118865966797
2023-01-31,142.78846740722656
2023-02-01,143.9165802001953
2023-02-02,149.25048828125
2023-02-03,152.89218139648438
2023-02-06,150.15101623535156
2023-02-07,153.0406494140625
2023-02-08,150.3390350341797
2023-02-09,149.2999725341797
2023-02-10,149.66668701171875
2023-02-13,152.48141479492188
2023-02-14,151.83718872070312
2023-02-15,153.94827270507812
2023-02-16,152.34266662597656
2023-02-17,151.1929931640625
2023-02-21,147.1591796875
2023-02-22,147.58538818359375
2023-02-23,148.07101440429688
2023-02-24,145.40493774414062
2023-02-27,146.60418701171875
2023-02-28,146.0987091064453
2023-03-01,144.0173797607422
2023-03-02,144.61204528808594
2023-03-03,149.68649291992188
2023-03-06,152.4616241455078
2023-03-07,150.25144958496094
2023-03-08,151.51016235351562
2023-03-09,149.25042724609375
2023-03-10,147.17901611328125
2023-03-13,149.13150024414062
2023-03-14,151.23263549804688
2023-03-15,151.6290740966797
2023-03-16,154.46363830566406
2023-03-17,153.62120056152344
2023-03-20,155.9998321533203
2023-03-21,157.8631134033203
2023-03-22,156.426025390625
2023-03-23,157.51620483398438
2023-03-24,158.82447814941406
2023-03-27,156.8720245361328
2023-03-28,156.2476043701172
2023-03-29,159.33985900878906
2023-03-30,160.9156951904297
2023-03-31,163.43310546875
2023-04-03,164.6918182373047
2023-04-04,164.15663146972656
2023-04-05,162.30325317382812
2023-04-06,163.1952667236328
2023-04-10,160.58863830566406
2023-04-11,159.36961364746094
2023-04-12,158.67584228515625
2023-04-13,164.08726501464844
2023-04-14,163.74038696289062
2023-04-17,163.76019287109375
2023-04-18,164.98916625976562
2023-04-19,166.13885498046875
2023-04-20,165.16757202148438
2023-04-21,163.5520477294922
2023-04-24,163.85928344726562
2023-04-25,162.3131866455078
2023-04-26,162.30325317382812
2023-04-27,166.91192626953125
2023-04-28,168.1706085205078
2023-05-01,168.08140563964844
2023-05-02,167.04074096679688
2023-05-03,165.96043395996094
2023-05-04,164.31520080566406
2023-05-05,172.02601623535156
2023-05-08,171.95660400390625
2023-05-09,170.2420196533203
2023-05-10,172.01608276367188
2023-05-11,172.20440673828125
2023-05-12,171.271484375
2023-05-15,170.7752227783203
2023-05-16,170.7752227783203
2023-05-17,171.39056396484375
2023-05-18,173.73280334472656
2023-05-19,173.84197998046875
2023-05-22,172.88919067382812
2023-05-23,170.26907348632812
2023-05-24,170.5469512939453
2023-05-25,171.68832397460938
2023-05-26,174.10995483398438
2023-05-30,175.96588134765625
2023-05-31,175.91624450683594
2023-06-01,178.73487854003906
2023-06-02,179.58840942382812
2023-06-05,178.2287139892578
2023-06-06,177.86151123046875
2023-06-07,176.48196411132812
2023-06-08,179.2113037109375
2023-06-09,179.59835815429688
2023-06-12,182.40704345703125
2023-06-13,181.93064880371094
2023-06-14,182.5658416748047
2023-06-15,184.61033630371094
2023-06-16,183.52853393554688
2023-06-20,183.61785888671875
2023-06-21,182.57577514648438
2023-06-22,185.5928955078125
2023-06-23,185.27529907226562
2023-06-26,183.8759002685547
2023-06-27,186.64491271972656
2023-06-28,187.8259735107422
2023-06-29,188.1633758544922
2023-06-30,192.51043701171875
2023-07-03,191.0117950439453
2023-07-05,189.8903045654297
2023-07-06,190.36669921875
2023-07-07,189.2451934814453
2023-07-10,187.1907958984375
2023-07-11,186.66476440429688
2023-07-12,188.342041015625
2023-07-13,189.1062469482422
2023-07-14,189.255126953125
2023-07-17,192.53028869628906
2023-07-18,192.27224731445312
2023-07-19,193.6319580078125
2023-07-20,191.6767578125
2023-07-21,190.4957275390625
2023-07-24,191.29962158203125
2023-07-25,192.16307067871094
2023-07-26,193.03643798828125
2023-07-27,191.76609802246094
2023-07-28,194.3564453125
2023-07-31,194.97177124023438
2023-08-01,194.13809204101562
2023-08-02,191.13092041015625
2023-08-03,189.73150634765625
2023-08-04,180.62059020996094
2023-08-07,177.5042266845703
2023-08-08,178.44705200195312
2023-08-09,176.8491973876953
2023-08-10,176.63084411621094
2023-08-11,176.69046020507812
2023-08-14,178.35015869140625
2023-08-15,176.35255432128906
2023-08-16,175.47801208496094
2023-08-17,172.92388916015625
2023-08-18,173.41090393066406
2023-08-21,174.7525177001953
2023-08-22,176.13394165039062
2023-08-23,179.9998779296875
2023-08-24,175.28919982910156
2023-08-25,177.50540161132812
2023-08-28,179.07562255859375
2023-08-29,182.9813232421875
2023-08-30,186.48948669433594
2023-08-31,186.70811462402344
2023-09-01,188.28829956054688
2023-09-05,188.5268096923828
2023-09-06,181.77880859375
2023-09-07,176.46188354492188
2023-09-08,177.0780487060547
2023-09-11,178.25074768066406
2023-09-12,175.20968627929688
2023-09-13,173.1326141357422
2023-09-14,174.65316772460938
2023-09-15,173.92764282226562
2023-09-18,176.86935424804688
2023-09-19,177.96255493164062
2023-09-20,174.40469360351562
2023-09-21,172.8543243408203
2023-09-22,173.70901489257812
2023-09-25,174.9910430908203
2023-09-26,170.8965301513672
2023-09-27,169.3759765625
2023-09-28,169.63438415527344
2023-09-29,170.15115356445312
2023-10-02,172.67544555664062
2023-10-03,171.3337860107422
2023-10-04,172.5860137939453
2023-10-05,173.82827758789062
