bigram,frequency,probability
ရအ,5296,0.0001704
ံန,5274,0.00016969
ဖန,5253,0.00016901
်ဥ,5243,0.00016869
႕န,5234,0.0001684
႕ရ,5204,0.00016744
ျု,5197,0.00016721
ရံ,5181,0.0001667
္႐,5162,0.00016609
နံ,5156,0.00016589
စန,5154,0.00016583
ကၠ,5147,0.0001656
ရလ,5135,0.00016522
႔ခ,5128,0.00016499
ခၚ,5127,0.00016496
ာဥ,5123,0.00016483
းဌ,5121,0.00016477
စင,5111,0.00016445
ကဆ,5107,0.00016432
မဆ,5100,0.00016409
။ျ,5094,0.0001639
ီပ,5093,0.00016387
ဲပ,5086,0.00016364
းဇ,5082,0.00016351
စဉ,5081,0.00016348
ာဟ,5075,0.00016329
ၚေ,5034,0.00016197
့ၿ,5017,0.00016142
ဲစ,5012,0.00016126
အႏ,5001,0.00016091
ူထ,4960,0.00015959
၏။,4934,0.00015875
ဝေ,4922,0.00015837
စခ,4908,0.00015792
ုၿ,4896,0.00015753
ယခ,4874,0.00015682
၊ပ,4850,0.00015605
အဝ,4838,0.00015566
ါဝ,4826,0.00015528
ယံ,4807,0.00015467
ိွ,4789,0.00015409
ကၡ,4749,0.0001528
္၏,4747,0.00015274
၊စ,4742,0.00015258
ံဳ,4736,0.00015238
ဒ္,4730,0.00015219
ဒိ,4713,0.00015164
ဘိ,4712,0.00015161
ူ့,4700,0.00015123
ျန,4693,0.000151
႕လ,4675,0.00015042
ခမ,4673,0.00015036
ီန,4671,0.00015029
း၁,4670,0.00015026
။ဆ,4666,0.00015013
ဳေ,4656,0.00014981
ိျ,4654,0.00014975
ငွ,4654,0.00014975
သဘ,4648,0.00014955
္၁,4647,0.00014952
။န,4644,0.00014942
ုဂ,4638,0.00014923
ူည,4621,0.00014868
ဂု,4597,0.00014791
လပ,4597,0.00014791
ာၿ,4593,0.00014778
ဖမ,4585,0.00014753
႕တ,4584,0.00014749
းည,4580,0.00014736
ီသ,4569,0.00014701
လ့,4546,0.00014627
ံျ,4535,0.00014592
တၱ,4530,0.00014576
ဂိ,4529,0.00014572
ႈန,4525,0.0001456
ဳင,4508,0.00014505
ဲြ,4497,0.00014469
ႈက,4489,0.00014444
ဳက,4488,0.00014441
ဖ်,4472,0.00014389
႐ိ,4454,0.00014331
ႏၵ,4422,0.00014228
မ့,4409,0.00014186
အဓ,4374,0.00014074
း႐,4350,0.00013997
ဂၤ,4339,0.00013961
ေ၀,4329,0.00013929
အၾ,4311,0.00013871
ဓိ,4309,0.00013865
ဏာ,4303,0.00013845
။ယ,4280,0.00013771
ကခ,4268,0.00013733
ခက,4259,0.00013704
လတ,4257,0.00013697
္ည,4254,0.00013688
ႏႈ,4246,0.00013662
ဝ်,4243,0.00013652
ိ႕,4221,0.00013582
ီ။,4208,0.0001354
အး,4206,0.00013533
းဂ,4204,0.00013527
္၍,4171,0.00013421
ှမ,4162,0.00013392
ြျ,4145,0.00013337
၁၂,4112,0.00013231
ာဇ,4096,0.0001318
။ခ,4089,0.00013157
ူခ,4083,0.00013138
ဒဏ,4053,0.00013041
ပသ,4052,0.00013038
်၏,4045,0.00013015
နၾ,4042,0.00013006
်ီ,4034,0.0001298
ဘီ,4028,0.00012961
်ႈ,4025,0.00012951
ကဘ,4019,0.00012932
ိႏ,4002,0.00012877
႕သ,3996,0.00012858
း၂,3965,0.00012758
ြံ,3959,0.00012739
၀တ,3956,0.00012729
မထ,3941,0.00012681
ၿင,3933,0.00012655
့ႏ,3909,0.00012578
သပ,3909,0.00012578
နအ,3892,0.00012523
႐ွ,3885,0.00012501
ွံ,3874,0.00012465
ွလ,3869,0.00012449
းဗ,3860,0.0001242
ီဆ,3856,0.00012407
ီဒ,3852,0.00012395
ွပ,3852,0.00012395
ဇူ,3848,0.00012382
၊ရ,3837,0.00012346
ုဝ,3814,0.00012272
္၂,3814,0.00012272
ဲန,3803,0.00012237
်ဂ,3801,0.00012231
ဂျ,3796,0.00012214
ကထ,3795,0.00012211
်္,3794,0.00012208
႔ထ,3786,0.00012182
ထံ,3770,0.00012131
၀ါ,3752,0.00012073
ဆယ,3724,0.00011983
မဂ,3720,0.0001197
ယင,3719,0.00011967
သျ,3718,0.00011964
ဝမ,3700,0.00011906
ွည,3690,0.00011873
မအ,3687,0.00011864
ိထ,3678,0.00011835
လန,3668,0.00011803
့၊,3664,0.0001179
ႈပ,3657,0.00011767
ြၽ,3636,0.000117
္႕,3628,0.00011674
ဆွ,3624,0.00011661
်ဴ,3592,0.00011558
်ဦ,3591,0.00011555
ၚမ,3589,0.00011549
ၿခ,3564,0.00011468
ႈတ,3564,0.00011468
ဟန,3558,0.00011449
ယု,3531,0.00011362
ဳတ,3504,0.00011275
ပလ,3468,0.00011159
်ည,3467,0.00011156
၀က,3465,0.0001115
၁၅,3460,0.00011134
ဘဝ,3445,0.00011085
ီျ,3434,0.0001105
ူဆ,3434,0.0001105
္ဓ,3430,0.00011037
ဝိ,3430,0.00011037
ဗီ,3409,0.0001097
အႀ,3401,0.00010944
ု၊,3394,0.00010921
ၚလ,3391,0.00010912
ွသ,3379,0.00010873
္ဇ,3375,0.0001086
။။,3373,0.00010854
ြထ,3369,0.00010841
ွအ,3367,0.00010834
သရ,3365,0.00010828
၁၈,3353,0.00010789
ဲထ,3352,0.00010786
့ဝ,3351,0.00010783
ၼတ,3329,0.00010712
ွ႕,3325,0.00010699
ဂၢ,3301,0.00010622
ာဗ,3291,0.0001059
၀ေ,3282,0.00010561
ႈအ,3247,0.00010448
ုဏ,3240,0.00010426
းး,3222,0.00010368
ဝယ,3212,0.00010336
းဦ,3210,0.00010329
စလ,3206,0.00010317
ခအ,3202,0.00010304
ပခ,3179,0.0001023
၊ဒ,3175,0.00010217
လစ,3174,0.00010214
ြ်,3171,0.00010204
႔န,3158,0.00010162
၁၁,3158,0.00010162
ရျ,3140,0.00010104
ဏီ,3131,0.00010075
ဥက,3126,0.00010059
ံထ,3112,0.00010014
ြဟ,3105,9.992e-05
။၁,3103,9.985e-05
႕စ,3102,9.982e-05
ီဇ,3080,9.911e-05
နခ,3069,9.876e-05
ြ၊,3065,9.863e-05
႔ဘ,3049,9.811e-05
ဟင,3039,9.779e-05
ာ႔,3029,9.747e-05
၊န,3022,9.725e-05
ွဳ,3020,9.718e-05
တလ,3014,9.699e-05
ေဇ,3013,9.696e-05
ဇင,3012,9.692e-05
ၤလ,3010,9.686e-05
ကဒ,3003,9.663e-05
ဗု,2994,9.635e-05
ဝက,2988,9.615e-05
၀မ,2961,9.528e-05
ူျ,2960,9.525e-05
လသ,2953,9.503e-05
စသ,2946,9.48e-05
မၾ,2934,9.442e-05
ပက,2934,9.442e-05
့ဟ,2934,9.442e-05
ဲဖ,2933,9.438e-05
လအ,2921,9.4e-05
